ID,target
00a3b6ef7,2777189.378941502
00a427603,1654691.4997108607
00a6dc8be,1538897.5927094358
00a811734,5783833.152957239
00a8f58a7,1864704.8385590427
00aaae151,1699395.304775687
00ab17f67,1768465.1370103406
00ac2d3a5,1892240.2882057806
00adab1b6,2888033.098951261
00aef0d56,1793448.6761928622
00b0b06c4,1511720.030239731
00b0e2303,1577959.2138966175
00b1fbbc9,1128820.7661911186
00b43e0c1,5133446.174184172
00b7190a8,1863951.4701281441
00b722e1b,1781697.2080955415
00bba815f,2327557.731423149
00bbb1c42,1775852.7567356671
00bc2b665,1782732.3819046991
00bc35689,2511676.0567847076
00be23f52,6073327.901403731
00be24ac5,2064499.7719183292
00bfd0f70,1626649.282987756
00c02f73e,2190122.6899413536
00c08e5b3,1594048.1891174389
00c8690ff,1721216.6077303444
00c8df4d5,3036536.4326864434
00c8e30de,1658036.0444716876
00ca3fb04,2201196.612210823
00cabf621,1855006.8639937842
00cb48ae3,2078026.3748835898
00cb6b147,1574539.011609674
00cc91a22,3131621.348082538
00cd65e9d,3290879.274063968
00cd7d6a8,1126623.3230500657
00cdc1483,1863887.2272259926
00ce9bea5,2353020.167492926
00cea0091,3075032.783630464
00cea68c6,1753365.814117345
00d5a5975,2128366.6827755067
00d80a3a4,19506490.33010865
00d9f3864,974814.5536034375
00da4bd31,1661557.0238206512
00df4dd77,1757448.4487943314
00e1a55bf,1860646.5690483407
00e332971,1860646.5690483407
00e5b6b1b,3438513.7544273855
00e85d5e3,1399237.0003704436
00e90abfa,2224593.8728214246
00e9708b4,1922501.7885933472
00e9c680f,9485324.850679493
00eaa4394,2004363.7349740705
00eae8832,3173955.522186514
00ebefdc0,1809521.9905641605
00ecbcb1b,1121289.252527994
00ed49382,8730398.004051732
00ed87564,1841774.9246201394
00ef96cfd,115720.29662698248
00efe7ca3,1757519.4611071928
00f36aa18,1865030.1315483407
00f3fb071,1697131.824593912
00f43f548,1894095.075060737
00f4d58ec,1838683.0065483407
00f56e106,1700596.6207808144
00f84d8c2,1347201.362789629
00f92953b,1860646.5690483407
00fa1d469,3988503.9098643768
00ff96f49,3152963.442465714
0100ce0d8,4614121.3118895935
0102ea9e1,1421615.308566135
0104b3af3,1487888.786314966
010672441,1860646.5690483407
010771ca5,2330019.8992370013
0108aea9f,1860646.5690483407
010a479e1,1050156.1076401975
010d0a2dd,9206564.25646194
010e3cea2,1787040.8705064254
010e5417b,1462656.5504540177
01108a561,365744.1753504251
0110cca98,972097.0471906817
011449698,1753674.3485671594
0114795f0,2577005.7705560564
011626c20,9283011.691847496
0117c8f27,1562299.611312829
0117dcb47,4216398.705186609
0118c34be,2306955.725941516
0119efcb9,1181150.6307889898
011a58e13,1880527.2906931923
011b7902b,11822223.195377614
011ca122e,6592777.840648033
012053244,1789830.130833602
0122a258e,745825.0449534166
0122a4305,1845282.5004254016
01230d8ba,1860646.5690483407
012414f4e,1739435.3936619742
012452125,1539781.961559319
0124529b5,1155451.979785499
012556288,3480613.21223555
01257c24c,1738414.3502146502
01258b972,1857182.4440483407
0125b64db,1868680.769643134
01295ef92,1732487.3135536911
012a2752f,1777505.6940483407
012b6ba95,2638450.933413833
012b96b58,1485614.669876195
012e881b9,1863370.5528859855
012f25e94,1684253.9488039252
012fa70bb,2251150.29069151
01304fc0a,1799120.2315616105
013230913,1545524.574612225
01336ceb8,1843355.902499176
0133b85e7,2952200.0830059787
0136f8766,1846875.7211702955
0137356b9,1731165.8207359135
013750184,524425.5061351256
013a3f07c,1818110.0086890294
013cc1c13,1785618.281749792
013e96334,2761699.419237698
013fae0b1,1800353.15066828
014076343,1922835.28026575
0140ea0ba,1828605.257019292
0143ee127,1207723.5077792448
014461014,3628624.7937278943
01446634f,1855657.3754755366
014729fb2,3058975.793869649
014749c88,1873089.7288182226
014787fc1,2401957.628168227
014a6143c,1743699.1785139353
014af25cd,3651065.0954017434
014b5797e,1878758.8396146027
014badcb1,1675136.6353615117
014c523b1,6908575.330729468
014e55fdb,1860646.5690483407
014ea0456,1712343.628362732
0151cc525,2614025.427898273
015409983,1859615.183008074
015411bfe,2380447.5069029517
01560b792,262010.82776230737
0157b07da,2046098.501302753
01587bbbc,2090791.7564307195
0158ba234,1672810.079768125
01590d52a,7435859.297056183
015a40790,1598443.2513310998
015b07817,2086093.5346377394
015fc3313,5110140.505036909
01604ee4b,1860646.5690483407
016054375,3128901.7321920884
01642dec0,609867.796092113
0166ab5ea,1864747.6315483407
016b405be,1872887.4560385179
016bdc940,7199975.243798516
016c31d1a,564999.8339197793
016d290da,7485297.207387
016decdd2,1925441.5824914786
016ee1214,2135164.800121071
016efef23,1855422.5839579226
016f60448,1712174.2470007758
017029678,1669011.7378387388
01704d4ca,1396008.1729151132
0172638ce,1686280.9130306942
0173e6be5,1860646.5690483407
0174ed320,1502476.9615307064
017623c5c,1860646.5690483407
017a4044f,2177062.85009245
017a6c7f9,1739113.6393657327
017ae7ac3,1766018.6714532971
017b80d83,1940231.9835921712
017d9f1a4,2077673.4708539925
017e22e34,5200179.450816564
017e9a902,1864106.0690483407
0180f14e9,1860646.5690483407
018148c57,1307908.629447156
018166b42,2977683.4622371485
0181a6d0e,1722530.2605827525
018283661,1850034.3903237944
0183f9b32,1496330.7507031919
0186cbba4,5244989.514323267
0188bc86f,1983998.4440483407
01890383f,2906269.176618171
018965366,1842601.8944912546
0189c8ab0,1724995.4937853059
018d514a2,1153343.572437663
018d765bb,1509691.4436836916
018dbbe73,1788495.0879318016
018de39ca,1922159.4043836317
018fd935f,1857805.871647763
018ffc9fa,2080638.882710999
019372984,2073399.0610314703
01937e592,1072659.77412628
019381521,2321657.9585624738
01952e574,1804188.8207336594
019540ad9,3203412.2791318013
01955815c,1860646.5690483407
0196be03d,1870267.2908443138
01978c738,2081056.7290443294
0197f607c,2897612.590495832
01980e862,1857577.106665974
019823615,1860646.5690483407
019ab3785,1840061.5607314403
019c0d544,1800355.6703572436
019c5ad1d,1860646.5690483407
019cff829,1860646.5690483407
019ed3e51,1860646.5690483407
019fd88df,1210255.4891139013
01a0a9e06,1860646.5690483407
01a1f927c,1860646.5690483407
01a4d6c6c,1308691.2116404246
01a697820,1970545.1680427669
01a72cedb,961709.4104879025
01a900d08,1319790.4808020222
01a960c35,1910622.9057597963
01aa854be,1864904.7565483407
01ab08b6a,2003349.4953527988
01ad8126b,1886587.7235221672
01af69076,1593977.3518183215
01aff9a04,1813923.5837890836
01b128a94,1846008.5882984577
01b1e697f,1964408.8475043923
01b3159e1,1523123.6808008337
01b342719,2402386.0503044
01b375dad,1857328.3175927908
01b6d93e9,1794478.0928684047
01b6e8722,1887323.873902624
01b728f6c,1864519.5065483407
01b784536,1367811.6992763174
01b7d0580,5696178.876864544
01b7defea,1876982.4211828648
01b80bb3c,2416398.343341116
01b8c1484,1847304.9411705716
01bbb0d76,1858352.0556953133
01bc848d9,2591593.2488244404
01bd8211e,1706140.2043769027
01bdda11d,1607666.051302237
01be390b4,1718072.0907079782
01be6122c,1736534.2818233324
01c1d1fb0,3509418.4852037346
01c33d5d2,1815119.6592990966
01c34e2ff,1688183.805361432
01c362322,1871208.1117140688
01c553e1a,1974148.8599473378
01c65531d,1173437.6435029828
01c6933d0,16329405.135184685
01c74c797,1886542.7359580197
01c7eafe8,1110448.5714528346
01c81cd35,9484799.76583159
01c898445,3226754.606138508
01c9fd3a7,2567015.289717679
01ca7113f,1860646.5690483407
01cb0f6ea,3448939.86144304
01cc582f5,408855.2465096002
01cca8141,7206058.511436487
01cef01a2,747592.5540146322
01d10e85d,1295614.4028251707
01d193713,4740736.578706975
01d2fecbe,1588374.4815300433
01d38c28f,1857939.2230781792
01d396bc2,1736486.2839178853
01d7bfe15,1170988.3242068654
01d8282f2,1984843.5210610563
01d94bd22,1647556.7154564147
01da2afeb,1593231.9791601058
01db02cda,1345383.9468978292
01dd4ee95,1860646.5690483407
01dd8785b,1046958.3053528469
01dff0d9c,1715819.710125407
01e04a9fb,1865086.1903946674
01e06a9f0,1849178.3954726947
01e1970fb,2210387.518682521
01e1ee7f9,1542277.1192442393
01e37465e,1850568.0174130097
01e38e47e,1829907.0616857857
01e6618b1,1708079.2773212148
01e8de681,5227647.026350275
01e9513b2,1845953.7565483407
01ea633f5,2246862.623563574
01eba0824,1891208.446431978
01eca1d02,2113611.201875802
01ed1f78a,4489962.970897005
01ee29ec7,8554489.485079164
01eed81f9,2497078.3838338386
01ef1d226,1350009.6158414655
01f0030e3,2330708.032136606
01f15fad3,1186613.9056408638
01f330ffe,2675422.6513599693
01f39eb1e,831357.3393808492
01f44549a,1765900.9386721656
01f5a652b,2128268.953367343
01f889c84,2507970.5892432034
01fa9c31e,1803210.2809439448
01fd4e7e9,2291884.9608181017
01fde1134,2115122.6195992045
01ff14471,2568374.5618104255
01ffa7fbe,1859420.5690483407
02001f60c,3297370.562702309
0201ea0a0,1402792.684373817
0201fe232,1836925.1541170203
020699f8e,1600388.377497552
0206a24ce,6127655.607868808
0206bfd06,1860646.5690483407
020741219,1466513.8423219405
020816bdb,1818273.3147441256
0209a7570,1714475.1315483407
0209bf7b8,941237.7227836566
0209d2fd2,1868396.2565483407
020b294bd,1742247.9224381521
020b5b442,2335080.181791641
020bd2d15,1984412.3084400874
020eaebb2,1893853.7120282948
020ed0585,1158361.1500689501
020f67b89,3306399.078762931
02118146a,1348258.1861821802
0211c154c,6957919.530509171
0211f9abc,1280227.049566705
021257ae5,10606978.449225768
02135d6ab,2970188.691988807
02170db23,1647593.674133224
02180e987,1535456.6788981827
0218218c1,3311869.78585086
0218cd3d7,5582050.51039293
0219f8398,2926123.1248647813
021aee575,1750495.5965596444
021bd4dca,1677268.5841798042
021da9216,1911088.5758952047
021ebd418,1912669.1330413911
021fd795a,1637477.9378791312
02223cd36,2416592.808877594
0223c16c1,1733712.8007596377
022678dd2,1250591.8010131796
022792b0a,2249026.4215746587
022804284,651894.7775679334
0228aa82d,2630684.981121962
0229e75c4,1841392.430807226
022a8c2f7,3411057.9751267796
022cb2631,1661659.976671204
0230d4064,6566953.381765093
023377ebc,4465379.383348506
02342e4f7,1718276.0142434773
0235e2eab,2416274.315394063
023990ec3,1651612.005811337
023ac9a3c,1761882.5243389579
023b81381,1764621.5690970486
023fa6bf0,1959156.959774122
024078072,729934.1402277233
0241d1cc7,1841474.525595886
0241dbd70,3798098.9153788313
02423aea3,2342684.193075491
0242e62ca,2137812.9275366333
024306e5d,1877111.394298415
0244ca2e6,1860646.5690483407
0245590f8,1654670.3446885184
0246d6ee2,2877823.2874149596
024739c7d,1842987.3534801155
024766f47,1298058.6184633384
024813220,2270584.605664295
024890eac,1256773.3073435652
024c65d46,2114311.0725249895
024c8f9db,3369312.869877625
024cbb5b4,1946005.968508928
024d9058c,924988.5803683832
024fe32af,2833128.845243247
025045845,10553975.840978205
0250eb809,1119446.4268947544
025179e5e,1852948.3422793646
02537cf5e,1848639.1939152395
0254223d8,1860646.5690483407
0256c0b0e,8048530.461245266
025774ca3,5496881.393354957
025786cb9,1636420.6351727
0257e2b97,1303302.0929472465
025994da9,1866018.0616450594
025a2f31f,1827633.106152386
025a544da,1791495.1766421623
025a96ed9,1428330.8210967886
025abdc92,4880772.462991456
025ba7d70,2036600.6318954234
025c222b3,1908520.1869609123
025c7bb5f,1839509.0761709912
025e5d770,2471023.854698343
02635ccad,2351018.052106795
02648787c,2782774.227650329
026756d03,1117798.2427700546
0267a271c,1718187.8974247044
02681ecec,1822743.554562708
02697d7c3,1626901.7880730317
0269a6f71,1853237.1231537797
0269d314c,1833079.9773164457
0269dba28,2941099.600265713
026a61d88,854807.0824517087
026aeaa2c,1853783.3190483407
026b02a83,2849212.2709849747
026baed22,1795812.764862265
026c4e17b,1832999.2931566185
026c5991c,1864029.9423884554
026cf59d9,3373584.000487485
026cfc392,501345.202568776
0270a390f,650632.7246868503
0270be3af,1895931.6988898884
0270e156b,3008567.6543183536
027124809,2802357.2838209844
0272c405a,3577125.3554967716
027400cb8,1603692.3323593936
0274ce8b8,2096821.641770536
027769b10,1765540.724917025
0277d96d0,1516330.1950791334
027a21566,1860646.5690483407
027c75423,3516779.0752685126
027cc80a8,3849022.2151843263
027d5aea6,2360055.1313116876
02865c5ec,7073874.412140951
0287280ba,1899826.124198272
02898064e,1925385.165998462
028988631,2067142.7061652518
028a5c0d4,2346186.7261923756
028da53a4,1412594.8528117253
028ee267a,1865743.5065483407
0292f2fc5,2342445.0424233424
02975edfa,1780430.2806884344
029a9db2e,1753474.8190483407
029b14b56,1843848.5828718035
029bbe7d3,1970885.3931560074
029c1e398,948273.3920525329
029da4b41,1868770.6315483407
02a0c1918,2850448.460279204
02a2a1bdf,2152649.379045574
02a2c00e0,1667068.950394812
02a31514c,2098262.8549892027
02a3dc04d,5970775.453086748
02a565b91,1851292.830479535
02ac98fd5,1587623.2296518614
02adff31a,1860646.5690483407
02affe93a,1860646.5690483407
02afff518,2098055.357509954
02b000198,303448.6780127196
02b0b4bae,1775739.9548691954
02b0c3fdb,2453485.4112195214
02b220cf1,3863982.353211021
02b25ade0,1860646.5690483407
02b413bb1,3844558.0179105257
02b4aaba1,7835334.616470473
02b67ff32,2061853.8770168338
02b71a6b2,3472196.257645659
02b79188f,1616251.2824613024
02b8961fc,2321055.0151678436
02b96ff6c,1708795.5888120662
02bad4594,2444246.0909517524
02bbd7b9d,5250925.457657382
02bcf8e90,4277287.250242092
02bde66d2,2770286.80192045
02bfe3c59,3552384.1360990405
02c119238,2317295.843693869
02c16cb74,1739652.8363734544
02c475e65,1819256.1986655002
02c4d224b,1820907.584735882
02c6d9700,1892954.2052288554
02c74523d,5488846.923692731
02c7c5e05,1863888.7548034894
02c8a1f80,753268.6110057575
02c8c7175,1883659.0299552502
02c91d25d,2180319.523679778
02ce4321f,1860646.5690483407
02cfae275,3246925.600944523
02d07cb78,3572377.543678475
02d147e50,1980947.7740035923
02d173c38,1705016.0556073794
02d1a1e82,1780002.7378061353
02d2dc64c,1716382.4950640344
02d3dcc5a,4735269.298055324
02d67ed4c,3596941.624724162
02d682de1,3232671.276516613
02d72b46d,992771.7653951594
02da114c7,1356797.524761152
02da41c7e,1635479.2512070574
02dad771a,964320.9445359567
02db2bb9a,131435.95793939423
02dc20d11,1731341.2070682202
02dc3b94d,1860646.5690483407
02dd17f6f,1563280.8789929638
02deaaed6,1844975.5585286925
02dfd3b7c,1136945.8060358805
02e0b923c,1893004.7633262505
02e23559a,1728637.5739691579
02e2acbaa,1858975.2897546904
02e5349d9,1158095.5694420373
02e6bbef5,1938417.3338899524
02e7849bb,2186976.54820145
02e80faad,1765146.6540718395
02eaec8f8,2088862.9790881607
02edb9180,14097488.570754776
02ee21874,1878732.5274321972
02ef3cdc7,1830976.6424574882
02f18ce31,2134330.0209684228
02f20fa4a,1860646.5690483407
02f492e98,1832549.264662252
02f7d06a3,1854141.9654589738
02f8c9d39,3806317.4051922476
02f928f97,2939324.629829438
02f97eb4f,1868230.3032022049
02f9cc844,1623449.892736461
02f9f46ac,1236179.7334644485
02fb07a76,861187.9951598778
02fb4683c,2143413.069157879
02fd708e8,4237249.559165731
03026bfdd,1663438.5168053252
0304186ba,1824148.6364512902
03052941a,1970328.873735223
030553c29,2266546.241229979
0306f5c13,1761156.8468034768
03078adf4,1832900.1323139654
030a2297c,1835691.238595949
030b9a986,3690850.3063825266
030bbd54c,2061242.8075124882
030d81f86,1587277.0820930968
03101eca5,1844975.5585286925
0311bb483,2929260.788438957
03121027c,11038383.569825403
0312ea7f8,1772257.6764491159
0313323d7,1389237.1398669926
03148fa17,2515437.993771389
0314aa65d,7424046.27061087
03156f66a,1360530.939714008
031775c5a,2226721.164887774
0317cd26f,2725841.5615623547
0317dc1c8,1201903.2994503495
031959763,2438459.935035644
031961e5e,1812232.4252559245
031a6f52d,1722780.6117492141
031af41a0,1362119.2898427425
031be3013,2052984.2591059245
031c054a3,1574157.28623083
031e02d13,1018840.2361431369
031fe6025,2154250.422897757
03226e167,6866284.9913119655
032313121,1903297.069803482
03252fdf8,1197521.1991556797
0325ef5e3,4882748.671018668
03278afaa,2227191.8122428693
0329abefe,1901281.170755575
032b82f0c,1936425.5037933877
032cb3413,1492246.5189286298
032f7abe9,1428057.9677532846
032fd3cf7,1716910.3891546489
033135e05,5608368.644231338
03316e7c8,1579310.7108881574
0333c53fa,655899.3276181238
033611b09,1864488.8483179426
033656403,1506327.9372604708
0337427ab,1860646.5690483407
0338d1fb6,1725819.1539627807
033948435,10120698.732676899
033b70fcb,1853281.8444073813
033d3323b,1625402.9814084964
033db5f65,1853259.3141774423
0341af76c,1800533.8977278746
03434b4b4,1893707.6044538915
0344e4977,14561814.698388834
0346fb76b,2898541.9776094155
034ad33d6,7540613.224700348
034af5dae,989865.9090924527
034b70bda,1842755.7701503234
034f2607b,504893.5100821948
034f28339,919446.436987702
034fb173b,1798024.2965089802
03504923d,6099724.166823346
035226e6e,1507404.7708932539
035585d5c,2405126.368161753
035643e2b,1814273.1451610525
0356dfccd,1928775.8277653991
0356fc880,1829385.576510333
03578cd16,1848522.271787682
0358c22f6,1842402.5612814168
035a91cf2,1694188.1315483407
035b789d2,2911289.7009986155
03610ecc7,793447.1663662427
03656e62f,3956119.1555106766
0365b7b3a,918583.7939903946
0365f0a9f,1172351.4242499978
0367cb231,924102.1031827166
03687090c,1860646.5690483407
036b2dd1e,1634944.8993000565
036f3dd40,1893550.5065483407
03700787a,1926026.5292491906
03705c6ef,1860646.5690483407
03722e7be,1860646.5690483407
037248721,1796678.7121825358
037269293,5431973.692508473
03782136e,3225034.14282798
03796cf0e,1940427.2582202852
037dc14e7,2644465.461301933
037ec2166,1860646.5690483407
037f61da3,1860646.5690483407
0380c62db,3584848.494755599
03857cb43,1791749.4137647417
0387bf802,2080549.0173470492
038838fee,1615433.1401855168
0388b0dc1,2105955.566868456
038ad1732,1742614.6148905233
038b7c09a,3369026.7203898877
038c061e1,1860646.5690483407
038da9843,1867078.9984096256
038ded2fe,1570440.7484883333
038f623c2,1257864.3171174286
039105297,2147908.23269317
0391c19bf,1977139.4189337143
0393e0694,1864000.8815483407
03949736d,9118203.917178452
03959e9a9,2857242.4749076683
03968aeb0,1815313.0893886455
039a844b4,1706587.7817683346
039e289ac,2469353.7189542213
03a062fbb,3177485.1067233607
03a4623d5,1860646.5690483407
03a546322,1873879.0082640387
03a5c6003,1860646.5690483407
03a5f4351,1522615.773997256
03a81c915,4192852.106214187
03aaf818c,2644165.4185546353
03ab8fc70,5775916.881634847
03aea7af1,5197272.824293749
03b10328e,1432996.329878739
03b27dded,2003301.7336666947
03b46ad5d,3088175.700703278
03b4b4a3e,1865529.7875275924
03b67d81b,1860646.5690483407
03b6c19da,1818815.0792084618
03b835ca7,1809196.9096447746
03b882553,2327018.247987112
03b99b5f9,4846440.083850188
03b9a2af2,5433723.295453041
03baf448a,4343732.029259972
03bedbe9d,1395823.2846612898
03bfd20b9,1860646.5690483407
03bfe3bc5,1149539.7458462785
03c18ac69,2109661.1693866514
03c27a2bf,1857444.447867103
03c760f76,1729222.2923756617
03c8caae7,1568412.1385907757
03c9a65f8,1709282.8627488385
03cdb39c1,6787579.353286272
03d4bd5b8,1896485.702748285
03d73e9c5,1898574.5785555886
03d854501,1834755.4740654158
03d893c26,1502897.3433127166
03da7d69e,1603644.8846437775
03db05222,1475722.6603277149
03dc6875e,883571.089767911
03dfb0bd7,1403871.0190778943
03e09458b,1955599.7565483407
03e10ddf7,1717396.8859856343
03e28b99f,2427168.5072519765
03e58b888,2022571.4284439194
03e592e94,2262269.1032161303
03e755a97,1995948.9251057976
03e78798a,7425182.266125028
03e823704,1818653.2966573697
03e882a88,1860646.5690483407
03e897c29,2595434.475216966
03ebad6bc,2263478.6032705302
03ebf5ecf,457651.7941656348
03ec3ab4e,1841625.9367022973
03ec5eed1,5333514.251277087
03ed5c911,2693509.839744907
03ed976ab,1856993.8607596746
03ef34c90,1886744.0366553464
03f203cfa,3753295.058868787
03f3c8c46,1443395.0323812221
03f492c31,2610706.688011661
03f5b5e4a,1860646.5690483407
03f6822ee,1763041.6958456538
03f6de512,2007688.5751812498
03f73ef0e,2209227.9107367815
03f74f010,6878056.858069768
03f82bc6c,3141332.810669113
03fa0306c,2021292.8427643687
03fc7fa27,1003011.2295523627
03fe6e716,1826659.903362704
03ffe3f49,1946920.6133648385
04023973e,2393871.0174746085
04042f2d4,4814960.623005196
04045c3a4,1994712.677929521
0404fb8e2,1720641.724456083
0406e6e47,4050815.5758314496
040951939,1590656.76362606
0409890f8,2096454.964109239
040ca2949,1742763.0070913844
040f6b98c,3014458.48139814
040fb51e2,4303983.211903643
0411c1468,2023193.1886518507
04127fa80,1800119.2584542148
0412f421d,2030368.0736657856
041346d0f,1860646.5690483407
04137899d,5757378.702646229
0419a598f,1716872.4845702997
041abacf2,1299891.6587284468
041ac253e,1032126.5949309295
041ae628c,1737897.3833703026
041b2eaa1,1585994.2254694605
041d211ec,1940729.0542996065
041d6aa88,2082242.0992045575
041e0fa5a,3566857.0509908656
041fec996,1751069.7863524389
042091615,2408238.4420251697
0423774bc,1624881.1591917593
04245c9ab,1875038.2883167397
0425713aa,1065078.4183011428
042576594,2729155.342168119
04258a134,1860646.5690483407
04290d6e3,1397743.6598451105
0429ef94f,2983780.416437451
042acad39,1131164.368597087
042b75b8b,2988763.035773051
042b8215b,7734749.680787475
04305a384,1860646.5690483407
04314d3a3,1169390.3620820693
04315db05,1361763.8437045258
04345543a,1758601.2448265625
043593500,1373203.9004990845
0436f2c86,1807244.7910968151
04370ab18,1642890.8330925754
0437281f5,7173520.338107564
0438dc28d,1860646.5690483407
043be1af1,1182829.9802049808
043c23fbe,903686.7368269099
043dce29d,1860646.5690483407
043e4b825,1805735.8267062881
043f5244b,4556779.1549805375
043fd2e42,2144344.695983325
0441a98fe,6962730.613072919
044541178,1511076.3877866599
04457b1e5,1817951.6673798505
04462ec86,1853831.6192841353
044683ae6,1466042.005608399
0448aa36f,1866588.8312993948
0449d0137,2535586.915231811
044b95f86,2630577.935987876
044b97b6c,2428192.7228951063
044c7fd20,2077290.4888110487
044c8dfd9,1518074.3869177331
044d8ee8d,1520604.4948749584
044eb2751,1860646.5690483407
044efc778,1841519.8590743977
045082aa1,2066214.3511669363
04518a146,2302905.953695203
045239fe8,689438.4049577864
0453a3e09,782786.1646777218
0454417ec,4608280.711533789
0454de019,1445050.6753580007
04562691c,2073192.4042076778
0458a04a0,2463324.1689921077
045901f6a,3677695.6222355263
045986d3a,1860646.5690483407
045bce540,1717576.570516293
045ce5b8c,1891990.3815483407
046021d41,1894749.057288704
0462e36a5,2244130.857770157
046526fe2,1151854.631608359
04655596d,2829385.9293293394
04658f5b6,1862914.3815483407
046692f4b,1984300.2641004664
046868511,1041188.0351033206
046892828,1860646.5690483407
046b3d7ef,2026225.244177564
046c924e3,482387.2158319982
046e2664e,2024912.2700323265
046e3b5b4,2870813.0212663007
046f20f0d,1860646.5690483407
047157871,1867667.3190483407
04722b965,1829518.5065483407
0478dd0a3,1660162.8046738326
0479371c3,1880944.4517208207
047ac78ea,1594842.101073063
0481e6914,569547.0084833254
04822e352,1860646.5690483407
0483111ba,1790630.0992193753
0483794aa,4954367.593462401
048443c83,1810522.8562596631
04847c5ea,1759791.1611186052
048658031,1860646.5690483407
048694692,6575557.732395016
048712c35,2400208.676522499
048b1b81c,1865040.3652755916
048def5ee,1815899.91796184
048e4e5ce,1910090.1900413162
049036175,9425443.617394008
04905d5d0,2459931.2167207566
0490bce2f,1748091.4440483407
0492364a6,1860646.5690483407
0493c1057,2199549.2001759815
0494cbc16,1731937.98375915
049670925,1860646.5690483407
04998f537,1860646.5690483407
04999528c,1010760.03691554
049a35c33,1561108.9679910964
049a8e3e5,2228996.5023784693
049ab0d4d,876316.2722884119
049b66c17,1569906.951417149
049e17289,727877.7619290852
049e7e088,2456658.726961502
04a049e48,1486364.616915842
04a095504,1881297.4887999822
04a105753,1902428.3585924748
04a231167,2651185.851207778
04a3c6d21,1459592.0968293569
04a5a539f,1796341.4879987917
04a746dc8,1742050.1045960626
04a992add,1254487.0220040046
04a9e4aeb,1527798.1447312632
04aa2e15a,3402557.945376456
04aa6b5fc,1640640.3380950976
04ab00450,1860646.5690483407
04ab1de8e,8658603.65654473
04ad57b6d,1599092.2111114347
04ae21348,1103352.072144554
04af5fa34,1866152.2631677445
04afeb8ac,7431148.4924614085
